"tipoentidad","codigoentidad","nombreentidad","fechacorte","unidad_de_captura","nombre","tipo","subcuenta","nombre_sub","tasaefectivaanual","montos","num_creditos_desembolsados"
"1","49","Av Villas","2017-11-24T00:00:00.000","12","OTRAS MODALIDADES DE CREDITO","TARJETAS DE CREDITO EMPRESARIALES","110","CONSUMOS MAS 18 MESES","31.37","12639.11","55"
"32","5","Confiar Cooperativa Financiera","2016-07-22T00:00:00.000","12","OTRAS MODALIDADES DE CREDITO","TARJETAS DE CREDITO PERSONAS NATURALES","10","CONSUMO 1 MES","21.78","49160.52","413"
"4","13","Inversora Pichincha S.A. Compañía De Financiamiento","2002-05-17T00:00:00.000","12","OTRAS MODALIDADES DE CREDITO","TARJETAS DE CREDITO EMPRESARIALES","90","CONSUMOS ENTRE 7 Y 12 M","29.99","677480","0"
"1","39","Banco Davivienda","2020-03-06T00:00:00.000","16","CREDITOS A TRAVES DE LIBRANZA","CREDITOS A TRAVES DE LIBRANZA","45","ADQUIS DE VIVI DIF VIS (COLOCA EN PESOS)","9.53","659300","4"
"32","5","Confiar Cooperativa Financiera","2011-01-21T00:00:00.000","9","CREDITOS DE CONSUMO","CREDITOS DE CONSUMO","10","ENTRE 31 Y 365 DIAS","17.56","109250.23","80"
"1","2","Banco Popular","2017-06-09T00:00:00.000","11","CREDITOS COMERCIALES","ORDINARIO","20","ENTRE 366 Y 1095 DIAS","15.45","81500","3"
"1","30","Banco Caja Social","2008-01-04T00:00:00.000","14","DEPOSITOS Y CUENTAS DE AHORRO","DEPOSITOS Y CUENTAS DE AHORRO","10","DEP AHORRO ORDINARIOS ACTIVOS","2","2670488028.16","0"
"1","7","Bancolombia","2003-01-10T00:00:00.000","11","CREDITOS COMERCIALES","ORDINARIO","10","ENTRE 31 Y 365 DIAS","16.55","8303147","0"
"1","42","Banco Colpatria, ""Scotiabank""","2004-01-30T00:00:00.000","14","DEPOSITOS Y CUENTAS DE AHORRO","DEPOSITOS Y CUENTAS DE AHORRO","30","CTAS AHORRO ESPECIALES EN PESOS","3.71","9723402","0"
"4","101","Arco Grupo Bancoldex","2014-01-03T00:00:00.000","11","CREDITOS COMERCIALES","ORDINARIO","30","ENTRE 1096 Y 1825 DIAS","12.67","1210142.94","4"
"1","43","Banagrario","2014-06-27T00:00:00.000","10","MICROCREDITOS","DIFERENTE  DE LEASING","70","ENTRE 1096 Y 1825 DIAS","24.69","1669810","236"
"4","23","Serfinansa","2012-11-09T00:00:00.000","12","OTRAS MODALIDADES DE CREDITO","TARJETAS DE CREDITO PERSONAS NATURALES","50","CONSUMO MAS 18 M","23.95","957289.42","5541"
"1","52","Bancamía S.A.","2013-02-22T00:00:00.000","14","DEPOSITOS Y CUENTAS DE AHORRO","DEPOSITOS Y CUENTAS DE AHORRO","10","DEP AHORRO ORDINARIOS ACTIVOS","3.35","41837416","0"
"4","59","Leasing Corficolombiana","2008-08-15T00:00:00.000","11","CREDITOS COMERCIALES","ORDINARIO","20","ENTRE 366 Y 1095 DIAS","18.86","154063","0"
"32","6","Coomeva Cooperativa Financiera Sigla Coomeva Financiera","2008-01-04T00:00:00.000","8","CREDITOS DE VIVIENDA","CREDITOS DE VIVIENDA CONSTRUCCION","5","CONSTRUCCION VIVIENDA DIF VIS (PESOS)","15.85","615500","0"
"1","30","Banco Caja Social","2016-01-15T00:00:00.000","12","OTRAS MODALIDADES DE CREDITO","TARJETAS DE CREDITO PERSONAS NATURALES","10","CONSUMO 1 MES","29.16","1991536.39","15282"
"1","56","Banco Falabella S.A.","2016-03-04T00:00:00.000","9","CREDITOS DE CONSUMO","CREDITOS DE CONSUMO","20","ENTRE 366 Y 1095 DIAS","26.62","1776065.47","346"
"4","120","La Hipotecaria","2019-05-03T00:00:00.000","8","CREDITOS DE VIVIENDA","CREDITOS DE VIVIENDA ADQUISICIÓN","20","ADQ VIVIENDA VIS (UVR)","7","118614.74","2"
"4","33","Internacional","2014-12-19T00:00:00.000","11","CREDITOS COMERCIALES","ORDINARIO","10","ENTRE 31 Y 365 DIAS","18.5","4474164","4"
"1","55","Finandina Bic O Banco Finandina Bic","2019-10-25T00:00:00.000","9","CREDITOS DE CONSUMO","CREDITOS DE CONSUMO","20","ENTRE 366 Y 1095 DIAS","18.3","1110116.02","57"
"1","10","Banco Gnb","2006-10-13T00:00:00.000","12","OTRAS MODALIDADES DE CREDITO","TARJETAS DE CREDITO PERSONAS NATURALES","20","CONSUMO ENT 2 Y 6 M","22.4","1063636","0"
"1","13","Bbva Colombia","2009-12-25T00:00:00.000","11","CREDITOS COMERCIALES","ORDINARIO","40","A MAS DE 1825 DIAS","8.67","5016575","0"
"1","49","Av Villas","2011-11-25T00:00:00.000","8","CREDITOS DE VIVIENDA","CREDITOS DE VIVIENDA ADQUISICIÓN","12","ADQ VIVIENDA DIFERENTE VIS (PESOS)","16.17","3894902.44","40"
"4","23","Serfinansa","2011-04-01T00:00:00.000","13","CREDITOS ESPECIALES","CREDITOS ESPECIALES","10","CREDITOS ACORDADOS LEY 550 DE 1999","12.46","900000","1"
"4","8","Giros & Finanzas C.F.","2008-11-07T00:00:00.000","11","CREDITOS COMERCIALES","ORDINARIO","30","ENTRE 1096 Y 1825 DIAS","26.68","20000","0"
"1","57","Banco Pichincha S.A.","2021-04-09T00:00:00.000","9","CREDITOS DE CONSUMO","CREDITOS DE CONSUMO","10","ENTRE 31 Y 365 DIAS","17.08","100939.27","29"
"4","101","Arco Grupo Bancoldex","2016-01-15T00:00:00.000","11","CREDITOS COMERCIALES","ORDINARIO","5","ENTRE 1 Y 30 DIAS","13.75","943306.12","4"
"1","2","Banco Popular","2015-11-20T00:00:00.000","9","CREDITOS DE CONSUMO","CREDITOS DE CONSUMO","10","ENTRE 31 Y 365 DIAS","16.55","61300","14"
"1","5","Banco Cafetero S.A. En Liquidación","2003-12-26T00:00:00.000","12","OTRAS MODALIDADES DE CREDITO","DESCUBIERTOS EN CUENTA CORRIENTE BANCARIA","120","SOBREGIROS","28.34","55944620","0"
"32","5","Confiar Cooperativa Financiera","2016-12-09T00:00:00.000","9","CREDITOS DE CONSUMO","CREDITOS DE CONSUMO","30","ENTRE 1096 Y 1825","20.97","1541367.86","145"
"1","2","Banco Popular","2013-11-29T00:00:00.000","12","OTRAS MODALIDADES DE CREDITO","TARJETAS DE CREDITO EMPRESARIALES","60","AVANCES EFECTIVO","29.45","41000","11"
"1","1","Banco De Bogota","2020-08-28T00:00:00.000","10","MICROCREDITOS","DIFERENTE  DE LEASING","70","ENTRE 1096 Y 1825 DIAS","32.16","522375","23"
"4","46","Coltefinanciera","2016-10-21T00:00:00.000","11","CREDITOS COMERCIALES","ORDINARIO","20","ENTRE 366 Y 1095 DIAS","25.74","32642.43","2"
"1","12","Banco Gnb Sudameris","2009-05-29T00:00:00.000","12","OTRAS MODALIDADES DE CREDITO","TARJETAS DE CREDITO PERSONAS NATURALES","10","CONSUMO 1 MES","0","320354","0"
"1","2","Banco Popular","2009-04-17T00:00:00.000","8","CREDITOS DE VIVIENDA","CREDITOS DE VIVIENDA ADQUISICIÓN","17","ADQ VIVIENDA VIS (PESOS)","17.45","10010","0"
"32","4","Cotrafa Financiera","2021-06-25T00:00:00.000","9","CREDITOS DE CONSUMO","CREDITOS DE CONSUMO","10","ENTRE 31 Y 365 DIAS","13.89","47813","30"
"1","42","Banco Colpatria, ""Scotiabank""","2019-01-25T00:00:00.000","16","CREDITOS A TRAVES DE LIBRANZA","CREDITOS A TRAVES DE LIBRANZA","20","OTROS","13.34","9491995","228"
"1","56","Banco Falabella S.A.","2018-10-05T00:00:00.000","12","OTRAS MODALIDADES DE CREDITO","TARJETAS DE CREDITO PERSONAS NATURALES","20","CONSUMO ENT 2 Y 6 M","28.84","21931884","96344"
"4","46","Coltefinanciera","2017-12-01T00:00:00.000","12","OTRAS MODALIDADES DE CREDITO","TARJETAS DE CREDITO PERSONAS NATURALES","50","CONSUMO MAS 18 M","30.5","402475","6"
"1","9","Citibank","2006-11-10T00:00:00.000","12","OTRAS MODALIDADES DE CREDITO","DESCUBIERTOS EN CUENTA CORRIENTE BANCARIA","120","SOBREGIROS","18.17","169121171.41","0"
"4","24","Financiera Andina S.A., Finandina, Compañía De Financiamiento","2007-12-28T00:00:00.000","11","CREDITOS COMERCIALES","ORDINARIO","40","A MAS DE 1825 DIAS","22.13","161409","0"
"1","6","Itaú; Banco Itaú.","2022-03-25T00:00:00.000","8","CREDITOS DE VIVIENDA","CREDITOS DE VIVIENDA ADQUISICIÓN","12","ADQ VIVIENDA DIFERENTE VIS (PESOS)","10.54","18927325.89","76"
"1","12","Banco Gnb Sudameris","2004-05-14T00:00:00.000","9","CREDITOS DE CONSUMO","CREDITOS DE CONSUMO","20","ENTRE 366 Y 1095 DIAS","23.5","139140","0"
"1","42","Banco Colpatria, ""Scotiabank""","2013-07-19T00:00:00.000","9","CREDITOS DE CONSUMO","CREDITOS DE CONSUMO","20","ENTRE 366 Y 1095 DIAS","23.49","11469653","6429"
"4","31","Gm Financial Colombia S.A. Compañía De Financiamiento","2012-07-13T00:00:00.000","11","CREDITOS COMERCIALES","ORDINARIO","30","ENTRE 1096 Y 1825 DIAS","19.22","777048.07","16"
"1","59","Banco Santander","2021-09-24T00:00:00.000","9","CREDITOS DE CONSUMO","CREDITOS DE CONSUMO","10","ENTRE 31 Y 365 DIAS","24.02","2667.82","1"
"4","101","Arco Grupo Bancoldex","2011-11-25T00:00:00.000","11","CREDITOS COMERCIALES","ORDINARIO","30","ENTRE 1096 Y 1825 DIAS","14.16","2095920.12","7"
"1","5","Banco Cafetero S.A. En Liquidación","2003-01-10T00:00:00.000","9","CREDITOS DE CONSUMO","CREDITOS DE CONSUMO","10","ENTRE 31 Y 365 DIAS","27.41","40900","0"
"1","6","Itaú; Banco Itaú.","2009-09-18T00:00:00.000","11","CREDITOS COMERCIALES","DE TESORERIA","110","ENTRE 15 Y 30 DIAS","6.75","86689818","0"
"1","13","Bbva Colombia","2021-11-26T00:00:00.000","11","CREDITOS COMERCIALES","ORDINARIO","30","ENTRE 1096 Y 1825 DIAS","6.89","1411000","2"
"32","1","Cooperativa Financiera De Antioquia","2010-07-09T00:00:00.000","11","CREDITOS COMERCIALES","ORDINARIO","10","ENTRE 31 Y 365 DIAS","14.36","38416","0"
"1","49","Av Villas","2017-11-03T00:00:00.000","11","CREDITOS COMERCIALES","PREFERENCIAL O CORPORATIVO","80","A MAS DE 1825 DIAS","9.95","3688977.58","28"
"1","14","Helm Bank S.A.","2013-02-22T00:00:00.000","11","CREDITOS COMERCIALES","ORDINARIO","10","ENTRE 31 Y 365 DIAS","10.11","43689014.06","147"
"1","43","Banagrario","2012-07-20T00:00:00.000","12","OTRAS MODALIDADES DE CREDITO","TARJETAS DE CREDITO PERSONAS NATURALES","5","AVANCES EFECT","30.48","753483","2233"
"1","43","Banagrario","2021-11-05T00:00:00.000","11","CREDITOS COMERCIALES","ORDINARIO","40","A MAS DE 1825 DIAS","11.88","56592","1"
"1","7","Bancolombia","2017-02-10T00:00:00.000","8","CREDITOS DE VIVIENDA","CREDITOS DE VIVIENDA CONSTRUCCION","8","CONSTRUCCION VIVIENDA DIF VIS (UVR)","8.4","75000","1"
"4","67","Leasing Bancolombia","2006-04-28T00:00:00.000","11","CREDITOS COMERCIALES","ORDINARIO","20","ENTRE 366 Y 1095 DIAS","15.53","39500","0"
"1","49","Av Villas","2007-10-26T00:00:00.000","11","CREDITOS COMERCIALES","ORDINARIO","30","ENTRE 1096 Y 1825 DIAS","20.54","53385.57","0"
"1","49","Av Villas","2010-12-24T00:00:00.000","14","DEPOSITOS Y CUENTAS DE AHORRO","DEPOSITOS Y CUENTAS DE AHORRO","40","CTAS AHORRO AFC EN PESOS","1.02","18128056.92","0"
"32","1","Cooperativa Financiera De Antioquia","2020-08-21T00:00:00.000","9","CREDITOS DE CONSUMO","CREDITOS DE CONSUMO","30","ENTRE 1096 Y 1825","22.31","104200","18"
"1","2","Banco Popular","2018-07-13T00:00:00.000","12","OTRAS MODALIDADES DE CREDITO","DESCUBIERTOS EN CUENTA CORRIENTE BANCARIA","120","SOBREGIROS","30.04","3774561","165"
"1","56","Banco Falabella S.A.","2011-12-16T00:00:00.000","12","OTRAS MODALIDADES DE CREDITO","TARJETAS DE CREDITO PERSONAS NATURALES","10","CONSUMO 1 MES","0","13430017.1","123034"
"1","7","Bancolombia","2013-04-12T00:00:00.000","10","MICROCREDITOS","DIFERENTE  DE LEASING","70","ENTRE 1096 Y 1825 DIAS","18.29","310500","12"
"4","23","Serfinansa","2007-07-27T00:00:00.000","11","CREDITOS COMERCIALES","ORDINARIO","30","ENTRE 1096 Y 1825 DIAS","18.71","57925.8","0"
"1","30","Banco Caja Social","2007-05-25T00:00:00.000","11","CREDITOS COMERCIALES","ORDINARIO","10","ENTRE 31 Y 365 DIAS","12.71","4769375","0"
"1","1","Banco De Bogota","2010-09-03T00:00:00.000","10","MICROCREDITOS","DIFERENTE  DE LEASING","50","ENTRE 31 Y 365 DIAS","33.82","107500","0"
"1","6","Itaú; Banco Itaú.","2018-02-16T00:00:00.000","12","OTRAS MODALIDADES DE CREDITO","TARJETAS DE CREDITO PERSONAS NATURALES","40","CONS ENT 13 Y 18 M","28.45","143199.51","129"
"1","42","Banco Colpatria, ""Scotiabank""","2012-02-24T00:00:00.000","14","DEPOSITOS Y CUENTAS DE AHORRO","DEPOSITOS Y CUENTAS DE AHORRO","40","CTAS AHORRO AFC EN PESOS","5.7","60466037","0"
"1","2","Banco Popular","2005-05-27T00:00:00.000","12","OTRAS MODALIDADES DE CREDITO","TARJETAS DE CREDITO PERSONAS NATURALES","40","CONS ENT 13 Y 18 M","28.07","14928","0"
"32","1","Cooperativa Financiera De Antioquia","2020-11-06T00:00:00.000","9","CREDITOS DE CONSUMO","CREDITOS DE CONSUMO","20","ENTRE 366 Y 1095 DIAS","15.42","338741","104"
"1","10","Banco Gnb","2002-05-24T00:00:00.000","9","CREDITOS DE CONSUMO","CREDITOS DE CONSUMO","30","ENTRE 1096 Y 1825","25.43","586500","0"
"4","118","Crezcamos S.A.","2020-10-02T00:00:00.000","10","MICROCREDITOS","DIFERENTE  DE LEASING","60","ENTRE 366 Y 1095 DIAS","42.69","7666488","3457"
"1","43","Banagrario","2016-04-15T00:00:00.000","11","CREDITOS COMERCIALES","ORDINARIO","40","A MAS DE 1825 DIAS","16.42","789000","6"
"1","23","Banco De Occidente","2003-12-12T00:00:00.000","9","CREDITOS DE CONSUMO","CREDITOS DE CONSUMO","20","ENTRE 366 Y 1095 DIAS","23.97","273230","0"
"1","7","Bancolombia","2019-09-13T00:00:00.000","12","OTRAS MODALIDADES DE CREDITO","DESCUBIERTOS EN CUENTA CORRIENTE BANCARIA","120","SOBREGIROS","17.39","770085747.4","148080"
"1","9","Citibank","2011-01-28T00:00:00.000","14","DEPOSITOS Y CUENTAS DE AHORRO","DEPOSITOS Y CUENTAS DE AHORRO","10","DEP AHORRO ORDINARIOS ACTIVOS","1.78","2285225065.28","0"
"1","49","Av Villas","2009-06-05T00:00:00.000","12","OTRAS MODALIDADES DE CREDITO","TARJETAS DE CREDITO EMPRESARIALES","70","CONSUMOS 1 MES","0","127870.26","0"
"1","1","Banco De Bogota","2006-03-31T00:00:00.000","12","OTRAS MODALIDADES DE CREDITO","TARJETAS DE CREDITO EMPRESARIALES","90","CONSUMOS ENTRE 7 Y 12 M","25.17","553571","0"
"1","46","Banco Colmena S.A., Pero Podrá Utilizar Simplemente Los Nombres Colmena, Banco C","2004-06-18T00:00:00.000","8","CREDITOS DE VIVIENDA","CREDITOS DE VIVIENDA CONSTRUCCION","8","CONSTRUCCION VIVIENDA DIF VIS (UVR)","11.59","1003000","0"
"1","23","Banco De Occidente","2009-04-10T00:00:00.000","14","DEPOSITOS Y CUENTAS DE AHORRO","DEPOSITOS Y CUENTAS DE AHORRO","10","DEP AHORRO ORDINARIOS ACTIVOS","5.68","4288409588","0"
"1","13","Bbva Colombia","2004-09-03T00:00:00.000","12","OTRAS MODALIDADES DE CREDITO","TARJETAS DE CREDITO PERSONAS NATURALES","50","CONSUMO MAS 18 M","28.98","3532972","0"
"4","24","Financiera Andina S.A., Finandina, Compañía De Financiamiento","2005-11-18T00:00:00.000","11","CREDITOS COMERCIALES","ORDINARIO","20","ENTRE 366 Y 1095 DIAS","21.63","325528","0"
"1","30","Banco Caja Social","2010-06-11T00:00:00.000","8","CREDITOS DE VIVIENDA","CREDITOS DE VIVIENDA CONSTRUCCION","10","CONSTRUCCION VIVIENDA VIS (UVR)","6.72","692863.47","0"
"1","44","Megabanco S.A.","2002-06-28T00:00:00.000","12","OTRAS MODALIDADES DE CREDITO","TARJETAS DE CREDITO EMPRESARIALES","90","CONSUMOS ENTRE 7 Y 12 M","27.32","29360.79","0"
"1","43","Banagrario","2008-06-27T00:00:00.000","10","MICROCREDITOS","DIFERENTE  DE LEASING","60","ENTRE 366 Y 1095 DIAS","31.3","1839074","0"
"1","39","Banco Davivienda","2007-12-14T00:00:00.000","9","CREDITOS DE CONSUMO","CREDITOS DE CONSUMO","20","ENTRE 366 Y 1095 DIAS","26.42","9052545.02","0"
"1","39","Banco Davivienda","2006-08-25T00:00:00.000","9","CREDITOS DE CONSUMO","CREDITOS DE CONSUMO","10","ENTRE 31 Y 365 DIAS","14.86","366386.17","0"
"1","14","Helm Bank S.A.","2003-07-18T00:00:00.000","11","CREDITOS COMERCIALES","ORDINARIO","5","ENTRE 1 Y 30 DIAS","12.99","11397626.66","0"
"1","6","Itaú; Banco Itaú.","2007-08-31T00:00:00.000","11","CREDITOS COMERCIALES","ORDINARIO","30","ENTRE 1096 Y 1825 DIAS","21.36","200000","0"
"4","24","Financiera Andina S.A., Finandina, Compañía De Financiamiento","2008-04-18T00:00:00.000","11","CREDITOS COMERCIALES","ORDINARIO","10","ENTRE 31 Y 365 DIAS","17.71","385519","0"
"1","6","Itaú; Banco Itaú.","2021-12-31T00:00:00.000","16","CREDITOS A TRAVES DE LIBRANZA","CREDITOS A TRAVES DE LIBRANZA","20","OTROS","11.5","16797682.68","341"
"1","6","Itaú; Banco Itaú.","2022-02-18T00:00:00.000","12","OTRAS MODALIDADES DE CREDITO","TARJETAS DE CREDITO PERSONAS NATURALES","30","CONS ENT 7 Y 12 M","23.83","3325383.99","4348"
"4","111","C.A. Credifinanciera Cf","2016-05-27T00:00:00.000","9","CREDITOS DE CONSUMO","CREDITOS DE CONSUMO","20","ENTRE 366 Y 1095 DIAS","24.22","657065.58","98"
"1","57","Banco Pichincha S.A.","2017-04-14T00:00:00.000","16","CREDITOS A TRAVES DE LIBRANZA","CREDITOS A TRAVES DE LIBRANZA","20","OTROS","17.38","23275481","848"
"1","23","Banco De Occidente","2020-06-05T00:00:00.000","12","OTRAS MODALIDADES DE CREDITO","DESCUBIERTOS EN CUENTA CORRIENTE BANCARIA","120","SOBREGIROS","27.06","21759861","5182"
"1","42","Banco Colpatria, ""Scotiabank""","2008-12-05T00:00:00.000","11","CREDITOS COMERCIALES","DE TESORERIA","110","ENTRE 15 Y 30 DIAS","18.94","5336083","0"
"1","23","Banco De Occidente","2015-12-04T00:00:00.000","11","CREDITOS COMERCIALES","ORDINARIO","30","ENTRE 1096 Y 1825 DIAS","10.07","49082124","89"
"4","31","Gm Financial Colombia S.A. Compañía De Financiamiento","2020-10-09T00:00:00.000","11","CREDITOS COMERCIALES","ORDINARIO","40","A MAS DE 1825 DIAS","17.43","836409.94","7"
"4","87","Helm Leasing S.A. Compañía De Financiamiento","2004-03-05T00:00:00.000","11","CREDITOS COMERCIALES","PREFERENCIAL O CORPORATIVO","80","A MAS DE 1825 DIAS","16.59","850000","0"
"4","24","Financiera Andina S.A., Finandina, Compañía De Financiamiento","2010-10-08T00:00:00.000","10","MICROCREDITOS","MODALIDAD DE LEASING","30","ENTRE 1096 Y 1825 DIAS","18.85","44463","0"
"1","49","Av Villas","2005-04-15T00:00:00.000","12","OTRAS MODALIDADES DE CREDITO","TARJETAS DE CREDITO PERSONAS NATURALES","10","CONSUMO 1 MES","0","149314.09","0"
"1","6","Itaú; Banco Itaú.","2007-09-07T00:00:00.000","14","DEPOSITOS Y CUENTAS DE AHORRO","DEPOSITOS Y CUENTAS DE AHORRO","40","CTAS AHORRO AFC EN PESOS","4.09","5067934","0"
"32","5","Confiar Cooperativa Financiera","2019-08-30T00:00:00.000","9","CREDITOS DE CONSUMO","CREDITOS DE CONSUMO","10","ENTRE 31 Y 365 DIAS","15.11","121971.45","77"
"1","2","Banco Popular","2012-02-10T00:00:00.000","12","OTRAS MODALIDADES DE CREDITO","DESCUBIERTOS EN CUENTA CORRIENTE BANCARIA","120","SOBREGIROS","29.8","6197089","1153"
"4","33","Internacional","2015-11-06T00:00:00.000","12","OTRAS MODALIDADES DE CREDITO","TARJETAS DE CREDITO PERSONAS NATURALES","50","CONSUMO MAS 18 M","27","7731","20"
"1","42","Banco Colpatria, ""Scotiabank""","2021-07-16T00:00:00.000","12","OTRAS MODALIDADES DE CREDITO","TARJETAS DE CREDITO PERSONAS NATURALES","50","CONSUMO MAS 18 M","25.47","72383137","200281"
"1","39","Banco Davivienda","2018-10-26T00:00:00.000","12","OTRAS MODALIDADES DE CREDITO","TARJETAS DE CREDITO EMPRESARIALES","70","CONSUMOS 1 MES","0","18394355.42","25726"
"1","13","Bbva Colombia","2015-10-09T00:00:00.000","11","CREDITOS COMERCIALES","ORDINARIO","5","ENTRE 1 Y 30 DIAS","11.61","43028","3"
"1","2","Banco Popular","2018-08-03T00:00:00.000","11","CREDITOS COMERCIALES","ORDINARIO","40","A MAS DE 1825 DIAS","10.4","17422841","8"
"1","54","Bancoomeva","2019-08-23T00:00:00.000","12","OTRAS MODALIDADES DE CREDITO","TARJETAS DE CREDITO EMPRESARIALES","70","CONSUMOS 1 MES","28.78","23710.14","64"
"4","111","C.A. Credifinanciera Cf","2017-01-27T00:00:00.000","10","MICROCREDITOS","DIFERENTE  DE LEASING","60","ENTRE 366 Y 1095 DIAS","39.87","805377","139"
"1","43","Banagrario","2002-06-07T00:00:00.000","12","OTRAS MODALIDADES DE CREDITO","TARJETAS DE CREDITO PERSONAS NATURALES","50","CONSUMO MAS 18 M","29.69","92233","0"
"1","1","Banco De Bogota","2017-05-19T00:00:00.000","12","OTRAS MODALIDADES DE CREDITO","DESCUBIERTOS EN CUENTA CORRIENTE BANCARIA","120","SOBREGIROS","20.94","229388539","104002"
"1","12","Banco Gnb Sudameris","2005-07-01T00:00:00.000","12","OTRAS MODALIDADES DE CREDITO","TARJETAS DE CREDITO PERSONAS NATURALES","10","CONSUMO 1 MES","0","331114","0"
"1","42","Banco Colpatria, ""Scotiabank""","2006-08-11T00:00:00.000","12","OTRAS MODALIDADES DE CREDITO","TARJETAS DE CREDITO EMPRESARIALES","80","CONSUMOS ENTRE 2 Y 6 M","21.69","393700","0"
"4","120","La Hipotecaria","2016-09-16T00:00:00.000","8","CREDITOS DE VIVIENDA","CREDITOS DE VIVIENDA ADQUISICIÓN","12","ADQ VIVIENDA DIFERENTE VIS (PESOS)","12.9","220000","2"
"1","49","Av Villas","2012-05-25T00:00:00.000","12","OTRAS MODALIDADES DE CREDITO","TARJETAS DE CREDITO EMPRESARIALES","60","AVANCES EFECTIVO","30.76","300","2"
"1","1","Banco De Bogota","2009-12-11T00:00:00.000","11","CREDITOS COMERCIALES","PREFERENCIAL O CORPORATIVO","80","A MAS DE 1825 DIAS","7.87","151407457","0"
"1","39","Banco Davivienda","2015-06-12T00:00:00.000","9","CREDITOS DE CONSUMO","CREDITOS DE CONSUMO","40","A MAS DE 1825 DIAS","15.6","33282814.61","1265"
"1","49","Av Villas","2022-03-11T00:00:00.000","11","CREDITOS COMERCIALES","DE TESORERIA","110","ENTRE 15 Y 30 DIAS","9.65","5146865.91","23"
"4","59","Leasing Corficolombiana","2016-05-27T00:00:00.000","11","CREDITOS COMERCIALES","ORDINARIO","40","A MAS DE 1825 DIAS","16.36","2045850","9"
"1","29","Banco Tequendama S.A. Sigla B.T. O El Logosimbolo T","2004-08-06T00:00:00.000","12","OTRAS MODALIDADES DE CREDITO","TARJETAS DE CREDITO PERSONAS NATURALES","30","CONS ENT 7 Y 12 M","28.63","96519","0"
"1","23","Banco De Occidente","2010-11-19T00:00:00.000","11","CREDITOS COMERCIALES","DE TESORERIA","110","ENTRE 15 Y 30 DIAS","8.46","167497974","0"
"1","39","Banco Davivienda","2014-01-03T00:00:00.000","8","CREDITOS DE VIVIENDA","CREDITOS DE VIVIENDA CONSTRUCCION","10","CONSTRUCCION VIVIENDA VIS (UVR)","7.76","1314655.64","4"
"4","87","Helm Leasing S.A. Compañía De Financiamiento","2002-09-13T00:00:00.000","11","CREDITOS COMERCIALES","ORDINARIO","30","ENTRE 1096 Y 1825 DIAS","17.1","400000","0"
"1","42","Banco Colpatria, ""Scotiabank""","2005-02-18T00:00:00.000","11","CREDITOS COMERCIALES","ORDINARIO","5","ENTRE 1 Y 30 DIAS","20","1091004","0"
"1","2","Banco Popular","2005-08-26T00:00:00.000","9","CREDITOS DE CONSUMO","CREDITOS DE CONSUMO","10","ENTRE 31 Y 365 DIAS","26.91","189924","0"
"1","1","Banco De Bogota","2013-02-15T00:00:00.000","12","OTRAS MODALIDADES DE CREDITO","TARJETAS DE CREDITO EMPRESARIALES","90","CONSUMOS ENTRE 7 Y 12 M","30.96","125496","181"
"1","22","Banco Union Colombiano","2004-04-23T00:00:00.000","12","OTRAS MODALIDADES DE CREDITO","TARJETAS DE CREDITO PERSONAS NATURALES","30","CONS ENT 7 Y 12 M","29.47","108294.16","0"
"1","9","Citibank","2020-07-17T00:00:00.000","12","OTRAS MODALIDADES DE CREDITO","TARJETAS DE CREDITO EMPRESARIALES","70","CONSUMOS 1 MES","27.08","615370.09","1792"
"1","30","Banco Caja Social","2016-05-20T00:00:00.000","12","OTRAS MODALIDADES DE CREDITO","TARJETAS DE CREDITO EMPRESARIALES","90","CONSUMOS ENTRE 7 Y 12 M","30.3","25841.18","9"
"4","26","Tuya","2010-06-25T00:00:00.000","9","CREDITOS DE CONSUMO","CREDITOS DE CONSUMO","20","ENTRE 366 Y 1095 DIAS","22.96","125899.45","0"
"32","1","Cooperativa Financiera De Antioquia","2021-10-01T00:00:00.000","11","CREDITOS COMERCIALES","ORDINARIO","10","ENTRE 31 Y 365 DIAS","9.35","139900","9"
"4","5","Finamérica S.A.","2014-04-04T00:00:00.000","9","CREDITOS DE CONSUMO","CREDITOS DE CONSUMO","30","ENTRE 1096 Y 1825","17.71","321506","25"
"1","7","Bancolombia","2009-04-03T00:00:00.000","12","OTRAS MODALIDADES DE CREDITO","TARJETAS DE CREDITO EMPRESARIALES","100","CONSUMOS ENTRE 13 Y 18 M","30.19","29984","0"
"1","39","Banco Davivienda","2010-01-22T00:00:00.000","12","OTRAS MODALIDADES DE CREDITO","TARJETAS DE CREDITO EMPRESARIALES","100","CONSUMOS ENTRE 13 Y 18 M","24.21","18065.67","0"
"1","13","Bbva Colombia","2009-02-06T00:00:00.000","8","CREDITOS DE VIVIENDA","CREDITOS DE VIVIENDA CONSTRUCCION","8","CONSTRUCCION VIVIENDA DIF VIS (UVR)","8.65","3025000","0"
"4","23","Serfinansa","2016-12-16T00:00:00.000","11","CREDITOS COMERCIALES","ORDINARIO","20","ENTRE 366 Y 1095 DIAS","18.52","939160","15"
"1","2","Banco Popular","2010-03-26T00:00:00.000","9","CREDITOS DE CONSUMO","CREDITOS DE CONSUMO","30","ENTRE 1096 Y 1825","20.35","10772201","0"
"4","23","Serfinansa","2014-07-18T00:00:00.000","11","CREDITOS COMERCIALES","ORDINARIO","30","ENTRE 1096 Y 1825 DIAS","13.07","1719900","6"
